Time	DeviceID	MaterialID	State
55.738	5	SYS	HAS_GOODS->NO_GOODS
80.7384	6	SYS	HAS_GOODS->NO_GOODS
80.7384	12	SYS	HAS_GOODS->NO_GOODS
80.7384	10	SYS	HAS_GOODS->NO_GOODS
80.7384	2	SYS	HAS_GOODS->NO_GOODS
80.7384	4	SYS	HAS_GOODS->NO_GOODS
80.7384	8	SYS	HAS_GOODS->NO_GOODS
85.7422	7	SYS	NO_GOODS->HAS_GOODS
85.7422	15	SYS	NO_GOODS->HAS_GOODS
85.7422	13	SYS	NO_GOODS->HAS_GOODS
85.7422	3	SYS	NO_GOODS->HAS_GOODS
85.7422	11	SYS	NO_GOODS->HAS_GOODS
85.7422	9	SYS	NO_GOODS->HAS_GOODS
85.7422	5	SYS	NO_GOODS->HAS_GOODS
85.7422	1	SYS	NO_GOODS->HAS_GOODS
85.7422	14	SYS	NO_GOODS->HAS_GOODS
104.071	16	SYS	NO_GOODS->HAS_GOODS
107.675	17	SYS	NO_GOODS->HAS_GOODS
110.74	6	SYS	NO_GOODS->HAS_GOODS
110.74	12	SYS	NO_GOODS->HAS_GOODS
110.74	2	SYS	NO_GOODS->HAS_GOODS
110.74	8	SYS	NO_GOODS->HAS_GOODS
110.74	10	SYS	NO_GOODS->HAS_GOODS
110.74	4	SYS	NO_GOODS->HAS_GOODS
110.746	11	SYS	HAS_GOODS->NO_GOODS
110.746	9	SYS	HAS_GOODS->NO_GOODS
110.746	7	SYS	HAS_GOODS->NO_GOODS
110.746	5	SYS	HAS_GOODS->NO_GOODS
110.746	3	SYS	HAS_GOODS->NO_GOODS
110.746	1	SYS	HAS_GOODS->NO_GOODS
110.746	14	SYS	HAS_GOODS->NO_GOODS
110.746	15	SYS	HAS_GOODS->NO_GOODS
110.746	13	SYS	HAS_GOODS->NO_GOODS
110.918	18	SYS	NO_GOODS->HAS_GOODS
127.28	1	TP001	NO_GOODS->HAS_GOODS
129.072	16	SYS	HAS_GOODS->NO_GOODS
132.677	17	SYS	HAS_GOODS->NO_GOODS
135.744	6	SYS	HAS_GOODS->NO_GOODS
135.744	2	SYS	HAS_GOODS->NO_GOODS
135.744	8	SYS	HAS_GOODS->NO_GOODS
135.744	12	SYS	HAS_GOODS->NO_GOODS
135.744	4	SYS	HAS_GOODS->NO_GOODS
135.744	10	SYS	HAS_GOODS->NO_GOODS
135.918	18	SYS	HAS_GOODS->NO_GOODS
140.748	11	SYS	NO_GOODS->HAS_GOODS
140.748	5	SYS	NO_GOODS->HAS_GOODS
140.748	7	SYS	NO_GOODS->HAS_GOODS
140.748	3	SYS	NO_GOODS->HAS_GOODS
140.748	15	SYS	NO_GOODS->HAS_GOODS
140.748	9	SYS	NO_GOODS->HAS_GOODS
140.748	14	SYS	NO_GOODS->HAS_GOODS
140.748	13	SYS	NO_GOODS->HAS_GOODS
162.681	17	SYS	NO_GOODS->HAS_GOODS
165.745	6	SYS	NO_GOODS->HAS_GOODS
165.745	12	SYS	NO_GOODS->HAS_GOODS
165.745	2	SYS	NO_GOODS->HAS_GOODS
165.745	4	SYS	NO_GOODS->HAS_GOODS
165.745	8	SYS	NO_GOODS->HAS_GOODS
165.745	10	SYS	NO_GOODS->HAS_GOODS
165.752	13	SYS	HAS_GOODS->NO_GOODS
165.752	11	SYS	HAS_GOODS->NO_GOODS
165.752	9	SYS	HAS_GOODS->NO_GOODS
165.752	7	SYS	HAS_GOODS->NO_GOODS
165.752	5	SYS	HAS_GOODS->NO_GOODS
165.752	1	SYS	HAS_GOODS->NO_GOODS
165.752	15	SYS	HAS_GOODS->NO_GOODS
165.752	3	SYS	HAS_GOODS->NO_GOODS
165.752	14	SYS	HAS_GOODS->NO_GOODS
165.919	18	SYS	NO_GOODS->HAS_GOODS
187.701	17	SYS	HAS_GOODS->NO_GOODS
190.749	4	SYS	HAS_GOODS->NO_GOODS
190.749	6	SYS	HAS_GOODS->NO_GOODS
190.749	2	SYS	HAS_GOODS->NO_GOODS
190.749	8	SYS	HAS_GOODS->NO_GOODS
190.749	12	SYS	HAS_GOODS->NO_GOODS
190.749	10	SYS	HAS_GOODS->NO_GOODS
190.927	18	SYS	HAS_GOODS->NO_GOODS
193.508	16	SYS	NO_GOODS->HAS_GOODS
195.77	11	SYS	NO_GOODS->HAS_GOODS
195.77	7	SYS	NO_GOODS->HAS_GOODS
195.77	3	SYS	NO_GOODS->HAS_GOODS
195.77	15	SYS	NO_GOODS->HAS_GOODS
195.77	5	SYS	NO_GOODS->HAS_GOODS
195.77	1	SYS	NO_GOODS->HAS_GOODS
195.77	9	SYS	NO_GOODS->HAS_GOODS
195.77	14	SYS	NO_GOODS->HAS_GOODS
195.77	13	SYS	NO_GOODS->HAS_GOODS
218.509	16	SYS	HAS_GOODS->NO_GOODS
220.759	10	SYS	NO_GOODS->HAS_GOODS
220.759	6	SYS	NO_GOODS->HAS_GOODS
220.759	8	SYS	NO_GOODS->HAS_GOODS
220.759	12	SYS	NO_GOODS->HAS_GOODS
220.759	4	SYS	NO_GOODS->HAS_GOODS
220.783	13	SYS	HAS_GOODS->NO_GOODS
220.783	14	SYS	HAS_GOODS->NO_GOODS
220.783	9	SYS	HAS_GOODS->NO_GOODS
220.783	11	SYS	HAS_GOODS->NO_GOODS
220.783	7	SYS	HAS_GOODS->NO_GOODS
220.783	1	SYS	HAS_GOODS->NO_GOODS
220.783	5	SYS	HAS_GOODS->NO_GOODS
220.783	3	SYS	HAS_GOODS->NO_GOODS
220.783	15	SYS	HAS_GOODS->NO_GOODS
220.948	18	SYS	NO_GOODS->HAS_GOODS
245.77	8	SYS	HAS_GOODS->NO_GOODS
245.77	10	SYS	HAS_GOODS->NO_GOODS
245.77	12	SYS	HAS_GOODS->NO_GOODS
245.77	6	SYS	HAS_GOODS->NO_GOODS
245.77	4	SYS	HAS_GOODS->NO_GOODS
245.949	18	SYS	HAS_GOODS->NO_GOODS
251.367	1	SYS	NO_GOODS->HAS_GOODS
251.367	15	SYS	NO_GOODS->HAS_GOODS
251.367	13	SYS	NO_GOODS->HAS_GOODS
251.367	11	SYS	NO_GOODS->HAS_GOODS
251.367	9	SYS	NO_GOODS->HAS_GOODS
251.367	7	SYS	NO_GOODS->HAS_GOODS
251.367	14	SYS	NO_GOODS->HAS_GOODS
251.367	5	SYS	NO_GOODS->HAS_GOODS
251.367	3	SYS	NO_GOODS->HAS_GOODS
263.217	2	SYS	NO_GOODS->HAS_GOODS
276.568	8	SYS	NO_GOODS->HAS_GOODS
276.568	4	SYS	NO_GOODS->HAS_GOODS
276.568	12	SYS	NO_GOODS->HAS_GOODS
276.568	10	SYS	NO_GOODS->HAS_GOODS
276.568	6	SYS	NO_GOODS->HAS_GOODS
276.568	18	SYS	NO_GOODS->HAS_GOODS
276.568	11	SYS	HAS_GOODS->NO_GOODS
276.568	15	SYS	HAS_GOODS->NO_GOODS
276.568	9	SYS	HAS_GOODS->NO_GOODS
276.568	7	SYS	HAS_GOODS->NO_GOODS
276.568	5	SYS	HAS_GOODS->NO_GOODS
276.568	3	SYS	HAS_GOODS->NO_GOODS
276.568	1	SYS	HAS_GOODS->NO_GOODS
276.568	13	SYS	HAS_GOODS->NO_GOODS
276.568	14	SYS	HAS_GOODS->NO_GOODS
278.465	13	TP055	NO_GOODS->HAS_GOODS
283.116	16	SYS	NO_GOODS->HAS_GOODS
285.744	17	SYS	NO_GOODS->HAS_GOODS
288.225	2	SYS	HAS_GOODS->NO_GOODS
301.426	5	TP003	NO_GOODS->HAS_GOODS
301.573	12	SYS	HAS_GOODS->NO_GOODS
301.573	10	SYS	HAS_GOODS->NO_GOODS
301.573	18	SYS	HAS_GOODS->NO_GOODS
301.573	4	SYS	HAS_GOODS->NO_GOODS
301.573	8	SYS	HAS_GOODS->NO_GOODS
301.573	6	SYS	HAS_GOODS->NO_GOODS
306.581	11	SYS	NO_GOODS->HAS_GOODS
306.581	14	SYS	NO_GOODS->HAS_GOODS
306.581	3	SYS	NO_GOODS->HAS_GOODS
306.581	9	SYS	NO_GOODS->HAS_GOODS
306.581	1	SYS	NO_GOODS->HAS_GOODS
306.581	15	SYS	NO_GOODS->HAS_GOODS
306.581	7	SYS	NO_GOODS->HAS_GOODS
308.126	16	SYS	HAS_GOODS->NO_GOODS
310.767	17	SYS	HAS_GOODS->NO_GOODS
318.227	2	SYS	NO_GOODS->HAS_GOODS
331.577	6	SYS	NO_GOODS->HAS_GOODS
331.577	4	SYS	NO_GOODS->HAS_GOODS
331.577	8	SYS	NO_GOODS->HAS_GOODS
331.577	10	SYS	NO_GOODS->HAS_GOODS
331.577	12	SYS	NO_GOODS->HAS_GOODS
331.601	13	SYS	HAS_GOODS->NO_GOODS
331.601	14	SYS	HAS_GOODS->NO_GOODS
331.601	9	SYS	HAS_GOODS->NO_GOODS
331.601	7	SYS	HAS_GOODS->NO_GOODS
331.601	5	SYS	HAS_GOODS->NO_GOODS
331.601	15	SYS	HAS_GOODS->NO_GOODS
331.601	11	SYS	HAS_GOODS->NO_GOODS
331.601	3	SYS	HAS_GOODS->NO_GOODS
331.601	1	SYS	HAS_GOODS->NO_GOODS
332.763	2	TP056	HAS_GOODS->NO_GOODS
340.789	17	SYS	NO_GOODS->HAS_GOODS
356.587	6	SYS	HAS_GOODS->NO_GOODS
356.587	12	SYS	HAS_GOODS->NO_GOODS
356.587	4	SYS	HAS_GOODS->NO_GOODS
356.587	8	SYS	HAS_GOODS->NO_GOODS
356.587	10	SYS	HAS_GOODS->NO_GOODS
361.604	13	SYS	NO_GOODS->HAS_GOODS
361.604	11	SYS	NO_GOODS->HAS_GOODS
361.604	9	SYS	NO_GOODS->HAS_GOODS
361.604	7	SYS	NO_GOODS->HAS_GOODS
361.604	5	SYS	NO_GOODS->HAS_GOODS
361.604	15	SYS	NO_GOODS->HAS_GOODS
361.604	3	SYS	NO_GOODS->HAS_GOODS
361.604	1	SYS	NO_GOODS->HAS_GOODS
361.604	14	SYS	NO_GOODS->HAS_GOODS
365.804	17	SYS	HAS_GOODS->NO_GOODS
373.242	2	SYS	NO_GOODS->HAS_GOODS
373.57	16	SYS	NO_GOODS->HAS_GOODS
386.638	6	SYS	NO_GOODS->HAS_GOODS
386.638	4	SYS	NO_GOODS->HAS_GOODS
386.638	8	SYS	NO_GOODS->HAS_GOODS
386.638	12	SYS	NO_GOODS->HAS_GOODS
386.638	10	SYS	NO_GOODS->HAS_GOODS
386.638	13	SYS	HAS_GOODS->NO_GOODS
386.638	11	SYS	HAS_GOODS->NO_GOODS
386.638	9	SYS	HAS_GOODS->NO_GOODS
386.638	7	SYS	HAS_GOODS->NO_GOODS
386.638	5	SYS	HAS_GOODS->NO_GOODS
386.638	3	SYS	HAS_GOODS->NO_GOODS
386.638	14	SYS	HAS_GOODS->NO_GOODS
386.638	1	SYS	HAS_GOODS->NO_GOODS
386.638	15	SYS	HAS_GOODS->NO_GOODS
389.052	7	TP004	NO_GOODS->HAS_GOODS
395.824	17	SYS	NO_GOODS->HAS_GOODS
398.247	2	SYS	HAS_GOODS->NO_GOODS
398.581	16	SYS	HAS_GOODS->NO_GOODS
400.326	18	SYS	NO_GOODS->HAS_GOODS
411.658	10	SYS	HAS_GOODS->NO_GOODS
411.658	8	SYS	HAS_GOODS->NO_GOODS
411.658	6	SYS	HAS_GOODS->NO_GOODS
411.658	4	SYS	HAS_GOODS->NO_GOODS
411.658	12	SYS	HAS_GOODS->NO_GOODS
416.703	11	SYS	NO_GOODS->HAS_GOODS
416.703	3	SYS	NO_GOODS->HAS_GOODS
416.703	1	SYS	NO_GOODS->HAS_GOODS
416.703	9	SYS	NO_GOODS->HAS_GOODS
416.703	13	SYS	NO_GOODS->HAS_GOODS
416.703	14	SYS	NO_GOODS->HAS_GOODS
416.703	15	SYS	NO_GOODS->HAS_GOODS
416.703	5	SYS	NO_GOODS->HAS_GOODS
420.831	17	SYS	HAS_GOODS->NO_GOODS
425.346	18	SYS	HAS_GOODS->NO_GOODS
441.684	8	SYS	NO_GOODS->HAS_GOODS
441.684	6	SYS	NO_GOODS->HAS_GOODS
441.684	10	SYS	NO_GOODS->HAS_GOODS
441.684	4	SYS	NO_GOODS->HAS_GOODS
441.684	12	SYS	NO_GOODS->HAS_GOODS
441.713	13	SYS	HAS_GOODS->NO_GOODS
441.713	1	SYS	HAS_GOODS->NO_GOODS
441.713	11	SYS	HAS_GOODS->NO_GOODS
441.713	9	SYS	HAS_GOODS->NO_GOODS
441.713	7	SYS	HAS_GOODS->NO_GOODS
441.713	5	SYS	HAS_GOODS->NO_GOODS
441.713	3	SYS	HAS_GOODS->NO_GOODS
441.713	14	SYS	HAS_GOODS->NO_GOODS
441.713	15	SYS	HAS_GOODS->NO_GOODS
450.853	17	SYS	NO_GOODS->HAS_GOODS
451.475	2	SYS	NO_GOODS->HAS_GOODS
455.37	18	SYS	NO_GOODS->HAS_GOODS
461.572	16	SYS	NO_GOODS->HAS_GOODS
464.343	15	TP057	NO_GOODS->HAS_GOODS
467.44	6	SYS	HAS_GOODS->NO_GOODS
467.44	8	SYS	HAS_GOODS->NO_GOODS
467.44	10	SYS	HAS_GOODS->NO_GOODS
467.44	4	SYS	HAS_GOODS->NO_GOODS
467.44	12	SYS	HAS_GOODS->NO_GOODS
471.73	11	SYS	NO_GOODS->HAS_GOODS
471.73	9	SYS	NO_GOODS->HAS_GOODS
471.73	7	SYS	NO_GOODS->HAS_GOODS
471.73	5	SYS	NO_GOODS->HAS_GOODS
471.73	3	SYS	NO_GOODS->HAS_GOODS
471.73	1	SYS	NO_GOODS->HAS_GOODS
471.73	13	SYS	NO_GOODS->HAS_GOODS
471.73	14	SYS	NO_GOODS->HAS_GOODS
475.868	17	SYS	HAS_GOODS->NO_GOODS
476.504	2	SYS	HAS_GOODS->NO_GOODS
480.385	18	SYS	HAS_GOODS->NO_GOODS
486.584	16	SYS	HAS_GOODS->NO_GOODS
496.731	9	SYS	HAS_GOODS->NO_GOODS
496.731	11	SYS	HAS_GOODS->NO_GOODS
496.731	7	SYS	HAS_GOODS->NO_GOODS
496.731	5	SYS	HAS_GOODS->NO_GOODS
496.731	3	SYS	HAS_GOODS->NO_GOODS
496.731	1	SYS	HAS_GOODS->NO_GOODS
496.731	13	SYS	HAS_GOODS->NO_GOODS
496.731	15	SYS	HAS_GOODS->NO_GOODS
496.731	14	SYS	HAS_GOODS->NO_GOODS
497.456	6	SYS	NO_GOODS->HAS_GOODS
497.456	12	SYS	NO_GOODS->HAS_GOODS
497.456	8	SYS	NO_GOODS->HAS_GOODS
497.456	10	SYS	NO_GOODS->HAS_GOODS
506.537	2	SYS	NO_GOODS->HAS_GOODS
510.401	18	SYS	NO_GOODS->HAS_GOODS
522.466	10	SYS	HAS_GOODS->NO_GOODS
522.466	12	SYS	HAS_GOODS->NO_GOODS
522.466	6	SYS	HAS_GOODS->NO_GOODS
522.466	8	SYS	HAS_GOODS->NO_GOODS
527.877	1	SYS	NO_GOODS->HAS_GOODS
527.877	13	SYS	NO_GOODS->HAS_GOODS
527.877	11	SYS	NO_GOODS->HAS_GOODS
527.877	3	SYS	NO_GOODS->HAS_GOODS
527.877	5	SYS	NO_GOODS->HAS_GOODS
527.877	7	SYS	NO_GOODS->HAS_GOODS
527.877	15	SYS	NO_GOODS->HAS_GOODS
527.877	14	SYS	NO_GOODS->HAS_GOODS
527.877	9	SYS	NO_GOODS->HAS_GOODS
531.541	2	SYS	HAS_GOODS->NO_GOODS
535.421	18	SYS	HAS_GOODS->NO_GOODS
545.524	4	SYS	NO_GOODS->HAS_GOODS
551.45	16	SYS	NO_GOODS->HAS_GOODS
553.085	8	SYS	NO_GOODS->HAS_GOODS
553.085	12	SYS	NO_GOODS->HAS_GOODS
553.085	10	SYS	NO_GOODS->HAS_GOODS
553.085	6	SYS	NO_GOODS->HAS_GOODS
553.085	13	SYS	HAS_GOODS->NO_GOODS
553.085	1	SYS	HAS_GOODS->NO_GOODS
553.085	11	SYS	HAS_GOODS->NO_GOODS
553.085	9	SYS	HAS_GOODS->NO_GOODS
553.085	7	SYS	HAS_GOODS->NO_GOODS
553.085	5	SYS	HAS_GOODS->NO_GOODS
553.085	3	SYS	HAS_GOODS->NO_GOODS
553.085	15	SYS	HAS_GOODS->NO_GOODS
553.085	14	SYS	HAS_GOODS->NO_GOODS
561.642	2	SYS	NO_GOODS->HAS_GOODS
562.539	13	TP064	NO_GOODS->HAS_GOODS
563.58	11	TP006	NO_GOODS->HAS_GOODS
565.446	18	SYS	NO_GOODS->HAS_GOODS
567.191	17	SYS	NO_GOODS->HAS_GOODS
570.546	4	SYS	HAS_GOODS->NO_GOODS
576.463	16	SYS	HAS_GOODS->NO_GOODS
578.334	12	SYS	HAS_GOODS->NO_GOODS
578.334	10	SYS	HAS_GOODS->NO_GOODS
578.334	8	SYS	HAS_GOODS->NO_GOODS
578.334	6	SYS	HAS_GOODS->NO_GOODS
583.096	3	SYS	NO_GOODS->HAS_GOODS
583.096	15	SYS	NO_GOODS->HAS_GOODS
583.096	1	SYS	NO_GOODS->HAS_GOODS
583.096	9	SYS	NO_GOODS->HAS_GOODS
583.096	7	SYS	NO_GOODS->HAS_GOODS
583.096	14	SYS	NO_GOODS->HAS_GOODS
583.096	5	SYS	NO_GOODS->HAS_GOODS
586.653	2	SYS	HAS_GOODS->NO_GOODS
590.451	18	SYS	HAS_GOODS->NO_GOODS
592.21	17	SYS	HAS_GOODS->NO_GOODS
602.414	4	SYS	NO_GOODS->HAS_GOODS
608.109	9	SYS	HAS_GOODS->NO_GOODS
608.109	11	SYS	HAS_GOODS->NO_GOODS
608.109	7	SYS	HAS_GOODS->NO_GOODS
608.109	5	SYS	HAS_GOODS->NO_GOODS
608.109	1	SYS	HAS_GOODS->NO_GOODS
608.109	14	SYS	HAS_GOODS->NO_GOODS
608.109	3	SYS	HAS_GOODS->NO_GOODS
608.109	15	SYS	HAS_GOODS->NO_GOODS
608.109	13	SYS	HAS_GOODS->NO_GOODS
608.345	12	SYS	NO_GOODS->HAS_GOODS
608.345	10	SYS	NO_GOODS->HAS_GOODS
608.345	6	SYS	NO_GOODS->HAS_GOODS
608.345	8	SYS	NO_GOODS->HAS_GOODS
620.473	18	SYS	NO_GOODS->HAS_GOODS
627.422	4	SYS	HAS_GOODS->NO_GOODS
633.349	6	SYS	HAS_GOODS->NO_GOODS
633.349	8	SYS	HAS_GOODS->NO_GOODS
633.349	10	SYS	HAS_GOODS->NO_GOODS
633.349	12	SYS	HAS_GOODS->NO_GOODS
636.048	2	SYS	NO_GOODS->HAS_GOODS
638.119	13	SYS	NO_GOODS->HAS_GOODS
638.119	9	SYS	NO_GOODS->HAS_GOODS
638.119	11	SYS	NO_GOODS->HAS_GOODS
638.119	7	SYS	NO_GOODS->HAS_GOODS
638.119	5	SYS	NO_GOODS->HAS_GOODS
638.119	14	SYS	NO_GOODS->HAS_GOODS
638.119	3	SYS	NO_GOODS->HAS_GOODS
638.119	1	SYS	NO_GOODS->HAS_GOODS
638.119	15	SYS	NO_GOODS->HAS_GOODS
642.581	16	SYS	NO_GOODS->HAS_GOODS
645.487	18	SYS	HAS_GOODS->NO_GOODS
656.156	17	SYS	NO_GOODS->HAS_GOODS
657.423	4	SYS	NO_GOODS->HAS_GOODS
661.145	2	SYS	HAS_GOODS->NO_GOODS
663.143	11	SYS	HAS_GOODS->NO_GOODS
663.143	15	SYS	HAS_GOODS->NO_GOODS
663.143	9	SYS	HAS_GOODS->NO_GOODS
663.143	7	SYS	HAS_GOODS->NO_GOODS
663.143	5	SYS	HAS_GOODS->NO_GOODS
663.143	1	SYS	HAS_GOODS->NO_GOODS
663.143	3	SYS	HAS_GOODS->NO_GOODS
663.143	13	SYS	HAS_GOODS->NO_GOODS
663.143	14	SYS	HAS_GOODS->NO_GOODS
663.355	10	SYS	NO_GOODS->HAS_GOODS
663.355	12	SYS	NO_GOODS->HAS_GOODS
663.355	6	SYS	NO_GOODS->HAS_GOODS
663.355	8	SYS	NO_GOODS->HAS_GOODS
664.868	1	TP007	NO_GOODS->HAS_GOODS
667.586	16	SYS	HAS_GOODS->NO_GOODS
674.461	7	TP022	NO_GOODS->HAS_GOODS
675.506	18	SYS	NO_GOODS->HAS_GOODS
681.192	17	SYS	HAS_GOODS->NO_GOODS
682.445	4	SYS	HAS_GOODS->NO_GOODS
688.378	6	SYS	HAS_GOODS->NO_GOODS
688.378	12	SYS	HAS_GOODS->NO_GOODS
688.378	10	SYS	HAS_GOODS->NO_GOODS
688.378	8	SYS	HAS_GOODS->NO_GOODS
693.172	11	SYS	NO_GOODS->HAS_GOODS
693.172	9	SYS	NO_GOODS->HAS_GOODS
693.172	5	SYS	NO_GOODS->HAS_GOODS
693.172	3	SYS	NO_GOODS->HAS_GOODS
693.172	14	SYS	NO_GOODS->HAS_GOODS
693.172	15	SYS	NO_GOODS->HAS_GOODS
693.172	13	SYS	NO_GOODS->HAS_GOODS
700.522	18	SYS	HAS_GOODS->NO_GOODS
713.024	4	SYS	NO_GOODS->HAS_GOODS
718.18	11	SYS	HAS_GOODS->NO_GOODS
718.18	13	SYS	HAS_GOODS->NO_GOODS
718.18	9	SYS	HAS_GOODS->NO_GOODS
718.18	7	SYS	HAS_GOODS->NO_GOODS
718.18	5	SYS	HAS_GOODS->NO_GOODS
718.18	15	SYS	HAS_GOODS->NO_GOODS
718.18	3	SYS	HAS_GOODS->NO_GOODS
718.18	1	SYS	HAS_GOODS->NO_GOODS
718.18	14	SYS	HAS_GOODS->NO_GOODS
718.394	10	SYS	NO_GOODS->HAS_GOODS
718.394	8	SYS	NO_GOODS->HAS_GOODS
718.394	6	SYS	NO_GOODS->HAS_GOODS
718.394	12	SYS	NO_GOODS->HAS_GOODS
726.945	2	SYS	NO_GOODS->HAS_GOODS
730.541	18	SYS	NO_GOODS->HAS_GOODS
730.65	16	SYS	NO_GOODS->HAS_GOODS
738.028	4	SYS	HAS_GOODS->NO_GOODS
740.412	14	TP059	NO_GOODS->HAS_GOODS
743.396	6	SYS	HAS_GOODS->NO_GOODS
743.396	12	SYS	HAS_GOODS->NO_GOODS
743.396	8	SYS	HAS_GOODS->NO_GOODS
743.396	10	SYS	HAS_GOODS->NO_GOODS
747.583	17	SYS	NO_GOODS->HAS_GOODS
748.205	9	SYS	NO_GOODS->HAS_GOODS
748.205	13	SYS	NO_GOODS->HAS_GOODS
748.205	11	SYS	NO_GOODS->HAS_GOODS
748.205	7	SYS	NO_GOODS->HAS_GOODS
748.205	15	SYS	NO_GOODS->HAS_GOODS
748.205	5	SYS	NO_GOODS->HAS_GOODS
748.205	3	SYS	NO_GOODS->HAS_GOODS
748.205	1	SYS	NO_GOODS->HAS_GOODS
753.086	2	SYS	HAS_GOODS->NO_GOODS
755.573	18	SYS	HAS_GOODS->NO_GOODS
755.678	16	SYS	HAS_GOODS->NO_GOODS
768.044	4	SYS	NO_GOODS->HAS_GOODS
772.593	17	SYS	HAS_GOODS->NO_GOODS
773.212	9	SYS	HAS_GOODS->NO_GOODS
773.212	15	SYS	HAS_GOODS->NO_GOODS
773.212	7	SYS	HAS_GOODS->NO_GOODS
773.212	3	SYS	HAS_GOODS->NO_GOODS
773.212	5	SYS	HAS_GOODS->NO_GOODS
773.212	1	SYS	HAS_GOODS->NO_GOODS
773.212	13	SYS	HAS_GOODS->NO_GOODS
773.212	14	SYS	HAS_GOODS->NO_GOODS
773.212	11	SYS	HAS_GOODS->NO_GOODS
773.398	8	SYS	NO_GOODS->HAS_GOODS
773.398	12	SYS	NO_GOODS->HAS_GOODS
773.398	6	SYS	NO_GOODS->HAS_GOODS
773.398	10	SYS	NO_GOODS->HAS_GOODS
783.099	2	SYS	NO_GOODS->HAS_GOODS
793.057	4	SYS	HAS_GOODS->NO_GOODS
798.433	10	SYS	HAS_GOODS->NO_GOODS
798.433	12	SYS	HAS_GOODS->NO_GOODS
798.433	6	SYS	HAS_GOODS->NO_GOODS
798.433	8	SYS	HAS_GOODS->NO_GOODS
803.217	1	SYS	NO_GOODS->HAS_GOODS
803.217	13	SYS	NO_GOODS->HAS_GOODS
803.217	15	SYS	NO_GOODS->HAS_GOODS
803.217	11	SYS	NO_GOODS->HAS_GOODS
803.217	3	SYS	NO_GOODS->HAS_GOODS
803.217	7	SYS	NO_GOODS->HAS_GOODS
803.217	9	SYS	NO_GOODS->HAS_GOODS
803.217	14	SYS	NO_GOODS->HAS_GOODS
803.217	5	SYS	NO_GOODS->HAS_GOODS
808.1	2	SYS	HAS_GOODS->NO_GOODS
820.579	16	SYS	NO_GOODS->HAS_GOODS
823.071	4	SYS	NO_GOODS->HAS_GOODS
828.249	13	SYS	HAS_GOODS->NO_GOODS
828.249	11	SYS	HAS_GOODS->NO_GOODS
828.249	7	SYS	HAS_GOODS->NO_GOODS
828.249	9	SYS	HAS_GOODS->NO_GOODS
828.249	15	SYS	HAS_GOODS->NO_GOODS
828.249	3	SYS	HAS_GOODS->NO_GOODS
828.249	5	SYS	HAS_GOODS->NO_GOODS
828.249	1	SYS	HAS_GOODS->NO_GOODS
828.249	14	SYS	HAS_GOODS->NO_GOODS
828.436	6	SYS	NO_GOODS->HAS_GOODS
828.436	10	SYS	NO_GOODS->HAS_GOODS
828.436	12	SYS	NO_GOODS->HAS_GOODS
828.436	8	SYS	NO_GOODS->HAS_GOODS
837.995	5	TP009	NO_GOODS->HAS_GOODS
838.132	2	SYS	NO_GOODS->HAS_GOODS
